spl,treatment,week,rep,salinity,pH,temp,O2,NO3,NO2,PO4,Si,NH4,P,aCy,Al,"BB,Car",Bca,bCy,"BE,Car",Ca,"Ca,allo","Ca,epi","Ca,iso1","Ca,iso2","Ca,iso3","Ca,iso4","Ca,iso5","Ca,iso7",Car1,Car2,Cb,Cc2,Cda,Ct,"Ct,iso",Ec,F,"F,iso1",L,"L,iso1","L,iso2","My,iso1","My,iso2","My,iso3","My,iso4",O,"Pda,1",Pha,Pya,Z,EPS.prot.col,EPS.prot.bound,EPS.carbo.bound,EPS.carbo.col
pH-R4-P6,pH,P6,R4,"61,2","7,953","19,9","5,4","0,17","0,19","0,91","68,02","0,8","364,366","18,8498574361","27,3811174231","12,3608355035","41,3079586876","0,8903027128","0,7620966250","39,2624449170","4,6067935369","3,3906644739","22,4084531776","25,6971024099","5,1034466863","2,1691661875","3,2859646207","0,4617531983","2,3862873285","0,7342422549","0,1055534973","0,4132464097","0,6335683419","2,2639136193","4,4972338114","8,1735994060","107,7021894038","2,6058762251","7,9236976677","7,0670817036","2,5392544649","53,3549371909","20,6811568469","15,7556150535","23,2510047392","3,8241784110","17,0375865811","53,3077862352","28,8489196097","20,1304751557","97,53662842","212,6064624","206,07008","138,820394"
pH-R5-P6,pH,P6,R5,"61,8","7,935","19,7","0,8","0,14","0,09","10,19","203,62","121,48","268,707","24,3396079152","39,1967939983","14,6874895126","81,5882520526","4,1446410807","0,7626669596","21,8703926085","2,6720609653","2,9101302269","52,9366546031","91,2693589834","14,5826305874","6,0725428055","15,7871899853","0,2593888969","2,8749714606","2,6725086817","0,1428826583","0,7955792425","0,3233478030","3,4418672416","7,0052121505","12,9183641378","34,3736899062","0,9061091727","12,0262890677","9,4347654975","4,2112258015","70,4975396188","7,4101377084","11,9453039561","33,4468510770","6,9647195947","39,2903473486","36,1083825986","32,0963400876","35,7954193125","542,5586206","436,7713446","347,481942","273,313814"
pH-R6-P6,pH,P6,R6,"64,9","7,998","20,2","2,6","0,49","0,35","10,52","169,39","113,75","282,236","10,8811634184","27,7695734406","8,2842544554","28,8376843985","1,5333888828","0,3213719401","12,8029481313","1,7921548744","1,9288228000","49,7032880625","69,8914614603","12,4445171564","4,2134979348","6,5652177124","0,2037125685","1,9688480640","0,7052590080","0,0921699199","0,5051887928","0,1753475273","3,1148939521","6,3179452801","6,8349510822","18,1892659454","0,4666633829","7,4346053762","6,2297879041","3,2912087041","76,6087597457","2,8210360321","4,9368130561","22,7739888005","4,0552392961","36,7460637934","24,7985731065","27,0073528974","29,2976346247","231,1248385","224,5885295","193,58688","209,817963"
C-R1-P7,C,P7,R1,"61,8","7,904",20,"2,8","0,39","0,13","6,91","97,94","95,74","564,958",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"168,0729001","147,0215687","85,9833288","202,038381"
C-R3-P7,C,P7,R3,"61,9","7,988",20,"2,6","0,22","0,05","1,69","61,55","1,69","374,515",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"272,490405","96,429059","55,623273","204,753427"
C-R4-P7,C,P7,R4,"61,9","7,848","19,7",3,"0,22","0,08","4,62","152,4","0,89","245,509",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"742,6723532","238,5559444","173,304041","353,099689"
C-R5-P7,C,P7,R5,"61,2","8,015","20,1","3,8","0,81","0,34","5,1","97,01","15,4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"211,4014292","224,2639183","181,378395","231,557797"
C-R6-P7,C,P7,R6,"61,7","8,054","19,9","3,3","0,96","0,25","3,07","51,44","24,65","438,88",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"324,943556","91,64216217","108,618418","163,572146"
T°C/pH-R2-P7,T°C/pH,P7,R2,"63,1","7,785","23,5","0,7","0,2","0,04","8,15","172,24","102,53","389,823",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"688,0646498","803,0667111","247,836605","458,6328"
T°C/pH-R3-P7,T°C/pH,P7,R3,"68,3","7,896","23,7","1,1","0,27","0,18","11,67","238,31","117,47","372,665",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"323,3292351","188,929946","101,240995","233,400875"
T°C/pH-R4-P7,T°C/pH,P7,R4,"69,3","8,028","23,6","3,7","3,07","0,29","11,82","172,58","82,87","486,92",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"506,7601211","386,6312985","61,8423791","129,198921"
T°C/pH-R5-P7,T°C/pH,P7,R5,"64,6","7,869","23,7","0,5","0,27","0,18","10,29","146,97","118,11","407,295",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"654,9924293","87,83791388","86,019396","173,25756"
T°C/pH-R6-P7,T°C/pH,P7,R6,"67,4","7,768","24,2","1,2","0,26","0,24","8,78","155,27","93,56","408,408",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"153,609084","341,6555902","134,132194","105,265868"
T°C-R1-P7,T°C,P7,R1,"67,7","7,956","23,8","2,1","0,12","0,36","12,14","160,68","100,98","418,918",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"560,8160936","268,5249583","34,9903267","180,480251"
T°C-R3-P7,T°C,P7,R3,"63,6","8,048","23,6","3,9","0,52","0,33","10,38","174,11","36,92","364,548",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1109,397763","257,9734547","116,137282","218,069777"
T°C-R4-P7,T°C,P7,R4,"65,2","8,11","23,8","6,1","0,72","1,29","2,93","70,41","30,36","428,496",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"524,4225378","175,268989","42,6821117","77,9052136"
T°C-R5-P7,T°C,P7,R5,"74,2","7,981","23,9","2,4","0,28","0,32","16,65","217,61","99,47","294,712",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1103,073617","385,3980162","44,7753972","143,63017"
T°C-R6-P7,T°C,P7,R6,"68,8","7,902","23,7","4,4","0,25","0,46","8,13","122,96","94,12","496,87",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"844,0479459","171,5429656","64,9197726","203,684915"
pH-R1-P7,pH,P7,R1,"61,9","7,753","20,1",2,"0,13","0,05","10,31","211,7","98,77",,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"340,146501","461,5463516","148,906924","239,943374"
pH-R3-P7,pH,P7,R3,"60,7","7,76","19,9","2,7","0,25","0,11","1,71","44,9","4,94","355,922",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"530,4335194","377,2742118","94,4959023","291,59128"
pH-R4-P7,pH,P7,R4,"61,5","7,727","20,3","2,6","0,33","0,21","2,52","77,86","1,22","350,93",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"365,1265038","376,7362268","85,9146097","128,500136"
pH-R5-P7,pH,P7,R5,"61,9","7,675","19,8","1,5","0,39","0,37","8,15","126,75","93,01","359,928",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"728,7471536","481,8471511","234,72336","205,438544"
pH-R6-P7,pH,P7,R6,"63,3","7,839","20,2",3,"1,12","1,4","3,37","100,05","24,65","411,551",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"370,7990118","193,950779","177,410817","275,844711"
C-R1-P8,C,P8,R1,"60,6","7,765","20,8","1,7","0,35","0,19","4,88","85,34","64,75","450,139","26,2450279000","81,9407024000","102,7406030000","141,7400670000","21,7905966000","9,4030065400","67,9666451000","5,1480312100","5,0953928500","24,4031418000","42,2370168000","7,8325873600","3,0319693000","9,0116865300","0,6685071200","8,3380363400","9,4177820500","0,6255938100","30,4956290000","0,9369627400","10,5575136000","16,1361998000","36,7662965000","200,6543860000","6,1703172100","48,1686560000","28,9731766000","16,3761433000","297,2899860000","68,3838951000","104,2554470000","82,4205894000","13,0169344000","38,1201206000","182,4027280000","97,9646111000","114,5130310000","343,7398567","138,950568","31,170473","264,772317"
C-R3-P8,C,P8,R3,"61,1","8,08","20,5","3,8","0,29","0,21","1,1","50,32","0,87","366,3","30,8579881000","65,6570564000","111,8306210000","106,4329280000","20,4607921000","10,5367201000","99,9970847000","8,5668723300","6,1164162300","4,1618857600","9,8698926400","1,5898792600","0,9432311200","6,1747604200","1,8281180500","8,2556130000","6,3163750500","1,8681998500","53,4778422000","2,7956592500","7,0366634300","17,0098872000","41,7094887000","263,0877160000","7,6390626000","13,2976317000","16,6220396000","7,9785790100","290,7748790000","91,3104042000","84,6615883000","117,6286340000","11,4692073000","19,8767189000","128,1575110000","213,3434500000","75,8519074000","177,3509015","62,74137213","26,2329109","145,348228"
C-R4-P8,C,P8,R4,"61,5","7,987","20,1","3,8","0,16","0,19","7,38","162,89","2,05","419,637","21,6539376000","98,4773485000","79,8215656000","132,8267580000","16,4794902000","7,4577316000","51,8785751000","4,8839045400","3,7625246400","48,5341087000","48,0521121000","9,8317474000","4,8937412000","7,3971726300","0,3639566300","6,7258291500","5,8290519300","3,6610141300","11,5627767000","0,6443016100","8,5193835900","19,4488560000","41,3998472000","71,5303730000","2,8320849000","26,1746851000","26,7912194000","13,6758526000","176,4969670000","65,2405428000","76,1139665000","81,2143870000","8,7435778900","46,5332298000","93,2579545000","110,1094940000","87,0434389000","398,3905633","137,3622974","46,0067934","274,287453"
C-R5-P8,C,P8,R5,"61,1","7,99","20,3","3,7","0,65","0,59","6,37","144,01","14,95","457,135","21,0224609000","42,0696217000","74,4328220000","108,5621920000","22,0507335000","6,6754343200","49,4253107000","3,7466123900","3,9014723700","2,6426106100","8,8070368600","0,9441463200","0,9441463200","8,3124840200","0,7043631300","4,3834382600","9,0515153700","2,2096382900","19,8532120000","0,7842908600","4,1557271800","12,2394705000","29,2555466000","124,6761520000","4,6229621200","9,0515153700","13,8334480000","3,9280161000","167,6522810000","49,2425207000","31,1394900000","109,6998120000","5,9204880400","16,7268807000","57,9605866000","91,9978438000","57,5539751000","227,5938545","137,0483154","24,2016342","144,45586"
C-R6-P8,C,P8,R6,"60,3","8,15","20,2","4,4","2,37","1,3","1,29","31,43","8,99","454,789","22,9235695000","57,8975275000","125,5977460000","102,9921830000","16,8821361000","10,2898534000","116,4978630000","10,9906439000","6,7691701500","1,7083390800","4,0289152800","0,7356720300","0,2666193900","3,0019368700","0,4986770100","9,3401259200","5,1764553300","1,1030024300","54,3069560000","4,2905972800","8,5524044600","20,4807580000","66,7617773000","240,5839660000","7,3310383800","23,8004413000","22,1124668000","17,3861380000","235,0223250000","79,7849310000","81,0227791000","50,6955027000","8,4961386400","14,4177751000","144,9466990000","157,4421040000","106,6799920000","455,7200468","109,3595262","1,36749059","231,825641"
T°C/pH-R2-P8,T°C/pH,P8,R2,"64,1","7,822","24,6","2,9","0,31","0,28","7,68","125,07","91,14","454,271","10,8693681000","50,3055373000","64,5546958000","84,3246615000","11,0934788000","5,5633053600","21,2732652000","1,7735886700","1,7441921700","134,8613300000","108,4632760000","23,9777429000","13,7379630000","12,7923757000","0,3331603000","4,2991413700","6,0299645200","0,2539281300","6,1019589200","0,4409474600","7,9282866800","10,6641039000","24,6566242000","44,8368057000","2,8816463900","23,2265300000","12,5624261000","9,0449467800","151,4191090000","18,4807246000","41,4280896000","83,6378412000","6,4766285600","121,1314920000","41,9668160000","49,7879045000","63,0354624000","597,0947624","717,2136249","94,2847774","448,826709"
T°C/pH-R3-P8,T°C/pH,P8,R3,"69,9","7,92","24,3","2,1","0,11","0,12",12,231,"101,98","473,901","21,6273684000","54,0883661000","103,4937400000","73,5545190000","17,9334377000","10,0283234000","79,2182498000","8,0338402600","4,2774207900","1,4171235700","3,6470092000","0,4532711400","0,2761307000","3,2666782400","1,1878830000","7,0653299300","5,9966245600","0,6564420900","20,7058039000","0,2813407100","6,0559970900","53,6133860000","67,6487517000","137,3590140000","6,7072342100","12,3494843000","21,2553623000","12,3494843000","162,7994510000","31,3486908000","65,7253801000","115,5389250000","8,7277605100","10,1425657000","125,3621120000","246,6671980000","71,6032597000","602,6420009","144,7151229","44,6004892","364,96367"
T°C/pH-R4-P8,T°C/pH,P8,R4,"63,8","7,947","24,6","4,7","0,3","0,27","6,41","125,69","38,09","464,281","13,5326719000","43,8005100000","69,3401255000","52,7471989000","15,3780363000","7,0084990100","42,7582678000","3,3936685600","1,6870542600","6,1809755900","11,9022900000","2,2445156600","0,8753122100","3,7848695500","1,5403538900","4,2908896600","3,0091953500","0,5549478300","8,6905770400","0,1418103600","5,0710514100","27,9186457000","45,2776064000","64,2198354000","4,1432151900","18,8353338000","18,7796080000","14,6558958000","120,4235400000","18,6124305000","38,5622811000","143,8841180000","4,4580671800","14,8505850000","93,8633132000","98,0519397000","67,9855245000","530,3178965","59,83314296","0,46278239","133,942447"
T°C/pH-R5-P8,T°C/pH,P8,R5,"62,6","7,948","24,2","3,9","0,72","0,45","2,99","64,09","49,8","434,645","12,7641821000","30,5161924000","69,2767341000","69,4733887000","14,3668597000","5,2676656300","30,9327385000","2,9130831400","2,5677176200","18,6197067000","25,8373457000","5,2505570700","2,3474845300","5,3556683200","0,3203390400","4,3920501200","5,8180404200","0,3578148600","3,7823228300","0,1251324400","6,5595553800","22,3024883000","38,9047462000","36,3358162000","2,5733580900","13,4613484000","13,7465465000","7,7003476200","138,6062570000","17,3400420000","35,4786387000","88,9247551000","5,2476443000","31,7655593000","60,4130268000","59,6335039000","58,2374438000","386,339224","102,4447057","35,5964864","233,584696"
T°C/pH-R6-P8,T°C/pH,P8,R6,"65,1","7,912","24,7","4,6","0,47","0,48","3,59","78,29","15,98","305,834","17,1446900000","52,0634445000","122,3209610000","63,8744768000","26,1804050000","9,8544123000","74,0706015000","7,6228292700","3,6670620500","15,0278634000","21,6579521000","4,5382425400","1,9652211000","5,6677381700","0,5672803200","10,5627609000","9,3506408000","0,3258747200","32,6041185000","2,6388664800","10,1587209000","22,8571220000","53,6105343000","190,4709410000","10,0204006000","24,4155621000","23,0302820000","14,3722812000","247,0993410000","49,7546443000","68,3404859000","89,9277677000","7,5036006500","30,9612404000","95,4473907000","86,3759445000","85,3101673000","146,0958921","66,71887375","1,20523385","177,826777"
T°C-R1-P8,T°C,P8,R1,"64,4","7,83","24,6","1,7","0,3","0,33","8,17","153,32","80,08","471,867","16,4523607000","43,2081771000","82,3188273000","74,8841397000","25,7068136000","5,1189859000","47,7368373000","2,2030080900","2,0981029400","4,0463413800","10,2407405000","1,9981932800","0,9091779400","5,4101082900","1,7384281500","6,8313323500","16,6798365000","1,6561127400","6,6410392300","0,2048148100","5,1804270300","16,5659810000","43,5701871000","86,1309210000","4,2531251500","11,8409761000","17,4198975000","4,3265104900","150,2893120000","30,5702123000","40,4756442000","133,6094750000","7,3436822800","12,8369084000","75,6599603000","104,4457550000","74,6323059000","243,8249063","126,0669414","38,0547916","241,520012"
T°C-R3-P8,T°C,P8,R3,"77,1","7,917","24,6","1,9","0,14","0,08","8,12","192,57","2,64","434,556","6,1274706500","23,8486692000","44,8343613000","33,4775876000","13,6422932000","3,3949516400","30,9565336000","1,3395626000","1,4912112000","8,8310032900","15,4327722000","3,3564889400","1,3547274600","4,3371498700","0,6874736400","4,4356220500","3,3411179100","1,2421908400","7,3567402000","0,2931872900","5,1268878200","9,3320879500","18,5589740000","76,8231126000","2,8899628300","7,3158961100","6,7398412900","4,7812549300","141,2486400000","28,5147132000","25,7496501000","64,2877170000","4,8388604200","11,6120303000","65,7359001000","49,0067040000","50,9232453000","366,2191472","83,13359166","5,74527963","204,304669"
T°C-R4-P8,T°C,P8,R4,"65,2","7,751","24,5","2,2","0,42","0,52","2,59","119,27","23,71","460,936","10,8393691000","49,7221484000","66,9824316000","45,9426972000","18,1229662000","5,4169307100","47,7091262000","1,9458783700","1,6249087400","14,9501635000","21,1438743000","4,5487414500","2,4072722100","6,3893016700","1,7001360000","5,7151894700","7,1439868300","0,6318901200","22,6684292000","1,4493784800","5,6580375700","21,7177200000","27,3048950000","138,7810800000","4,5792805900","14,6880369000","15,0309483000","5,8294932600","172,9987850000","31,6049978000","39,2061997000","80,0126525000","6,5724678900","14,8400910000","59,1650996000","75,5673055000","64,1815777000","318,9039241","188,7702302","46,7459083","203,693097"
T°C-R5-P8,T°C,P8,R5,"65,4","7,986","24,5","3,6","0,15","0,43","9,79","158,18","74,04","426,073","13,3134604000","90,8476212000","88,3071846000","53,2085620000","21,3134770000","7,0848171100","59,5471833000","3,2629308700","1,9734205900","2,2031309300","7,3455099800","1,0911240800","0,7778827200","5,6540066200","0,9919309900","7,1987964400","9,2810929300","0,8910451500","6,8673731800","0,2871379200","6,7823371400","50,4510693000","94,6218272000","67,4674587000","2,8344062800","11,9583313000","21,5368951000","11,1849069000","87,8729119000","19,6330812000","79,4842318000","90,5501502000","8,5076685200","14,4319565000","64,6389037000","120,1307930000","87,5159468000","586,7644876","184,0674805","60,114817","285,853767"
T°C-R6-P8,T°C,P8,R6,"64,7","7,885","24,5","2,2","0,23","0,29","5,17","119,36","70,55","350,414","12,9040108000","38,6918327000","77,7121213000","54,8925733000","22,8257613000","6,3197524900","37,7239616000","2,2618328500","1,3440603200","11,4495885000","20,1859805000","4,4785293500","1,6499845000","5,9429532800","0,5316059500","7,5440501000","9,4872145200","0,4974454100","9,0533354900","0,5667120000","6,1152527300","17,5456317000","39,4304241000","87,2332325000","3,2178728500","17,8313911000","11,6589865000","5,6008856800","169,9125830000","20,4032264000","43,4925919000","105,8453090000","8,9156955700","17,1832633000","55,4550769000","112,2770040000","78,5838552000","566,5964483","162,5161929","37,2785386","267,966073"
pH-R1-P8,pH,P8,R1,"61,8","7,777","20,7","2,4","0,44","0,32","6,14","148,95","60,9","414,062","15,6195773000","38,1957195000","48,4925411000","42,4497122000","15,8965201000","2,9511366700","15,3297703000","0,7313729300","0,9348011600","32,5194559000","31,9091712000","6,6986010600","3,4001575900","4,5141693300","0,1162447000","4,1397094800","4,8572591200","0,1385002000","1,2200268200","0,0774964700","6,2923584100","11,9223633000","25,8500364000","18,3477105000","1,0159970000","19,3738404000","11,8671672000","5,2436320100","128,2206020000","7,2306925600","33,0624797000","31,5721843000","10,8736369000","16,2180782000","27,3444342000","36,0192203000","71,5341798000","245,4732549","298,1475143","316,45025","249,463841"
pH-R3-P8,pH,P8,R3,"60,8","7,689","20,3","2,2","0,26","0,09","2,64","52,67","1,52","329,725","14,6236564000","39,4986048000","54,6968952000","55,0205388000","15,6399723000","5,0252772500","23,7538130000","0,8344199500","0,9529174600","49,6109568000","38,4080048000","8,6996920600","5,5101341300","5,5348211100","0,1481218900","4,5575313200","5,0076578700","0,3044286700","7,1856532200","0,2616820000","6,9769615300","12,1534169000","24,6709084000","54,1400231000","1,6855296000","22,9001882000","13,1099358000","5,9079109700","155,5187230000","21,2684795000","37,1354404000","39,2172757000","9,4526575600","20,5693591000","53,8263602000","42,8688512000","76,9153743000","218,6552427","124,8162033","140,810452","302,070294"
pH-R4-P8,pH,P8,R4,"61,8","7,993",20,5,"0,25","0,22","0,83","30,18","2,35","318,409","9,9033890700","30,2380961000","138,6079860000","57,3059347000","23,3766044000","10,9812665000","167,9213900000","6,0772126200","4,1085381100","10,9359617000","14,4654779000","3,1569281800","1,3443378400","2,9303543900","0,4330076900","10,0411135000","6,7132016000","0,2834498300","138,6619150000","22,3603159000","8,5492909300","9,5247133900","34,1758506000","566,6996290000","11,7833762000","16,8690707000","8,2624019800","5,7377791500","339,5043920000","175,4039090000","60,0171699000","42,1152990000","11,8198250000","17,0551451000","97,6260032000","48,8130016000","84,4601091000","164,673626","204,661277","186,091229","256,187164"
pH-R5-P8,pH,P8,R5,"61,4","7,675","20,2","1,9","0,2","1,03","4,15","107,88","35,82","362,361","31,7829696000","8,7429409800","70,7928551000","144,6625430000","28,3618860000","4,8108405600","20,4153477000","0,9746868900","1,4909814300","16,7771600000","28,4155005000","5,8770724400","2,0893040800","5,0664417600","0,1206295700","2,6393784100","10,1726043000","0,0948582100","2,5658560700","0,4969938100","4,6738992700","10,5025266000","34,0481045000","32,7261356000","1,2899932200","11,8772028000","8,2480575300","3,4091971100","133,7834930000","21,0600402000","21,7198848000","26,5587452000","20,3452086000","19,1625338000","29,1195366000","34,7555759000","63,5100430000","153,2126554","206,4834078","205,032723","243,081513"
pH-R6-P8,pH,P8,R6,"62,8","7,975","19,9","4,7","0,17","0,11","3,23","103,11","1,96","384,642","9,3365029700","8,9117236200","67,8347093000","70,9969750000","17,0981741000","5,0399282000","26,3376725000","1,1361348900","1,2984398800","50,7227669000","68,4287652000","14,0565953000","5,1249028500","7,7070276000","0,2360799800","3,0826716900","6,1092948100","0,3691779000","5,0243017800","0,5901999400","5,6048576200","9,6403551100","23,4305518000","46,3652757000","1,7397093000","16,8145729000","7,7907521000","3,9794489100","171,0042060000","21,0182161000","31,6674456000","40,2428777000","11,0976181000","22,2133937000","39,4479232000","39,0649337000","66,7538543000","466,0857971","115,636057","196,845843","273,308423"
C-R1-P8bis,C,P8,R1,"60,5","7,641","20,8","1,9","0,48","0,36","5,06","80,88","71,22","512,984","16,3950173000","46,6959230000","58,9221264000","73,9508561000","11,4100458000","6,0028802600","40,9278228000","2,9642399500","3,1725117100","16,5987750000","29,0902371000","5,5167799000","2,0681870200","6,2869010700","0,3971694000","4,4156901100","7,1754964300","0,3549067600","20,4015596000","0,6441894000","6,2371622900","12,9158936000","22,9007034000","117,4771430000","4,4424966800","22,4648235000","16,8348186000","11,3152059000","149,9678750000","39,0788575000","63,5307415000","56,6864218000","6,4579467900","29,7960042000","110,8863950000","63,7408191000","63,3651531000",,,,
C-R3-P8bis,C,P8,R3,"60,8","7,935","20,5","1,9","0,38","0,17","1,01","74,65","1,84","505,613","9,6326680900","16,4894229000","41,9346562000","35,4541767000","10,8736867000","3,3275793700","20,7174746000","1,3694514300","1,5089804400","1,1730772600","2,6820577000","0,4185870400","0,2067096500","1,5916643000","0,3772451100","2,8856490100","4,0045741400","0,3878988800","6,9423568000","0,3514064000","2,1200686600","6,1835335900","17,2145893000","43,5940014000","1,7003998600","4,0045741400","5,8890796100","3,0623214000","79,6203564000","17,3138941000","28,3264729000","32,0365931000","2,8267582100","7,2433966100","32,7964902000","53,3194472000","29,6220705000",,,,
C-R4-P8bis,C,P8,R4,"61,7","7,879","20,3","2,8","1,06","0,97","7,6","144,06","0,97","373,461","12,8417597000","75,6553477000","66,1747466000","75,3342062000","13,2377611000","4,5897598600","38,9822288000","3,4727823100","3,1363874400","34,6288835000","34,1045032000","7,1038680900","3,5074112000","5,0014001700","0,1731444200","4,7918811900","7,0468841000","2,5904579700","8,2380106400","0,4402815200","8,1743855600","12,2897659000","31,7180469000","60,5323778000","3,4386460000","20,3514013000","20,1259010000","10,5421386000","144,6020620000","46,1711846000","56,3186977000","59,5884520000","3,2697542200","39,2924964000","63,5613913000","67,9914276000","70,1869656000",,,,
C-R5-P8bis,C,P8,R5,"60,8","7,917","20,4","2,9","0,45","0,34","6,97","189,49","12,39",NA,"12,5986546000","33,5170486000","47,7090501000","53,8328711000","11,0238228000","4,2907496900","29,8936272000","2,3755547800","1,7902731600","3,3985680100","6,5758110400","0,8754632500","0,6787299400","4,3428879200","0,7525049300","3,6431574600","6,0532462300","2,0392683700","8,7409085700","0,3737933000","5,3806633200","14,0121441000","29,1560626000","60,1008875000","3,5198769500","11,4339096000","13,3956097000","7,9588978300","104,6987400000","32,4521256000","31,7234942000","82,3353585000","2,8584773900","12,0641707000","56,4909580000","87,5131113000","49,0425042000",,,,
C-R6-P8bis,C,P8,R6,"60,5","7,991","20,3","3,2","0,48","0,47","3,24","85,49","19,84","461,063","14,1047438000","58,9880127000","86,2387715000","78,7825865000","13,8157121000","7,1048987900","58,2684458000","6,3237464900","3,5283573500","2,1028605400","4,1298967900","0,6369241100","0,3235170100","2,4971468900","0,2325278500","6,2789974400","5,2997042700","1,0027867800","22,3531721000","0,6773637300","9,8505372800","21,1988171000","48,1628009000","130,2146560000","6,9858094300","31,7406201000","25,8072556000","18,1457266000","168,4960320000","44,9322753000","76,6152899000","45,8539630000","6,0485755200","11,2184021000","129,1100310000","106,2795990000","105,5332410000",,,,
Pinsitu-C1,Insitu,Pinsitu,C1,,,,,"0,56","0,06","0,28","4,71","2,13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
